No,Kecamatan,Kelurahan,Nama Perusahaan,Lokasi Menara,Latitude_rev,Longitude_rev,Longitude,Latitude,Tinggi Tower,Struktur Tower,Data IMB
724,Lengkong,Cikawao,PT. Permata Karya Perdana,Jl. Karapitan No.  112 RT 06 RW  01,-6.92658,10761688,10761688,-6.92658,12,Pole,663.10/00001/XI/2016/BPPT 2 NOP 218
725,Lengkong,Cijagra ,PT. Permata Karya Perdana,Jl. Raya RT 06/05 ,-693,844,107.61984,107.61984,-693,844,18,Pole,563.10/0007/IMB.T/XI/2016/BPPT 10 NOP 2016
726,Lengkong,Cikawao,Hutchinson,Jl. Lengkong Besar No. 74 (Baru No. 64) RT 01/RW 05,-6.92829,107.61256,107.61256,-6.92829,20,Kaki 4,-
727,Lengkong,Lingkar Selatan,Hutchinson,Jl. Pelajar Pejuang 45 No. 95 RT 03/RW 01,-6.93139,107.62624,107.62624,-6.93139,36,Kaki 4,-
728,Lengkong,Malabar,Hutchinson,Jl. Jend.Gatot Subroto No. 30 RT 07/RW 07,-6.9232,107.62172,107.62172,-6.9232,10,Pole,-
729,Mandalajati,Sindang Jaya,Daya Mitra Telekomunikasi,Jl. Suka Asih Raya Atas No. 273,-6.899188,107.685212,107.685212,-6.899188,42,4 Kaki,IMB - 503.645/3836/BPPT
730,Mandalajati,Jatihandap,Daya Mitra Telekomunikasi,Jl. Raya Cikadut No. 3 RT 01/01,-6.903476,107.665398,107.665398,-6.903476,12,Pole,IMB - 503/126/IMB/XLIV/2012
731,Mandalajati,Jatihandap,Daya Mitra Telekomunikasi,Kp. Cicage RT 01/03,-6.901766,107.661089,107.661089,-6.901766,29,Pole,IMB - 503.645/2142/BPPT
732,Mandalajati,Pasir Impun,PT. Indosat, Tbk,Kp. Dangus Maung Pasir Impun RT 04/07,-6.898666,107.674916,107.674916,-6.898666,42,4 Kaki,503.645/S1-0840 Disbang/2005
733,Mandalajati,Pasir Impun,PT. Tower Bersama Group,Jl. Raya Pasir Impun RW  03,-6.90055,107.676,107.676,-6.90055,53,4 Kaki,503.645/SI-1795 Disbang/2006
734,Mandalajati,Jatihandap,PT. Tower Bersama Group,Jl. H. Aceng RT 07/08,-6.89502,107.661,107.661,-6.89502,40,4 Kaki,503.645/SI-1761 Disbang/06
735,Mandalajati,Pasir Impun,PT. Telkomsel,Jl. Raya Pasir Impun,-6.898767,107.676168,107.676168,-6.898767,42,4 Kaki,-
736,Mandalajati,Karang Pamulang,PT. Telkomsel,Babakan Sekebiru RT 03 RW 01,-6.90177,107.66884,107.66884,-6.90177,6,Pole,NO NEED
737,Mandalajati,Sindang Jaya,PT. Telkomsel,Jl. Moch. Syahri RT 03 RW 012,-6.90208,107.68217,107.68217,-6.90208,6,Pole,NO NEED
738,Mandalajati,Sindang Jaya,PT. Telkomsel,Jl. Raya A.H.Nasution (Tagog Sindanglaya) No. 89,-6.90286,107.68586,107.68586,-6.90286,4.2,Pole,NO NEED
739,Mandalajati,Karang Pamulang,PT. Protelindo,Jl. Pasir Impun RT 01/RW 12,-6.89659,107.67628,107.67628,-6.89659,42,Sst,503.645/1243/BPMPPT/2009
740,Mandalajati,Jatihandap,PT. Protelindo, Tbk,Jl. Sirnagalih B-15 RT 01 RW  08,-6.8968,107.65751,107.65751,-6.8968,15,Pole,503.645/0687/BPPT
741,Mandalajati,Karang Pamulang,PT. Protelindo, Tbk,Jl. Cikadut No. 8,-6.89692,107.66976,107.66976,-6.89692,40,3 Kaki,663.10/0001/IMBT/VI/2016/BPPT
742,Mandalajati,Jatihandap,PT. Protelindo, Tbk,Jl. Mandala VIII No. 153,-6.8915,107.66612,107.66612,-6.8915,40,3 Kaki,663.10/0001/IMBT/XII/2015/BPPT
743,Mandalajati,Karang Pamulang,PT. Protelindo, Tbk,Jl. A. H. Nasution No. 87 RT 04 RW  06,-6.90456,107.67254,107.67254,-6.90456,12,Pole,503.645/0570/BPPT
744,Mandalajati,Karang Pamulang,PT. Solusi Tunas Pratama,Kamp. Mande RT 04/05,-6.892378,107.671494,107.671494,-6.892378,42,4 Kaki,503.645/SI-0814 Disbang/V-07
745,Mandalajati,Karang Pamulang,PT. Solusi Tunas Pratama,Jl. Terusan Cikadut No. 19 RT 03/RW 04,-6.896972222,107.6694722,107.6694722,-6.896972222,9,Pole,-
746,Mandalajati,Karang Pamulang,PT. Centratama Menara Indonesia,Jl. Ah Nasution RT 02 RW  01,-6.9036,107.66587,107.66587,-6.9036,52,4 Kaki,IMB RELEASED
747,Mandalajati,Jatihandap,PT. Centratama Menara Indonesia,Jl. Jatihandap RT 07/06,-6.89843,107.65856,107.65856,-6.89843,19,Pole,IMB RELEASED
748,Mandalajati,Jatihandap,Hutchinson,Jl. A.Yani No. 868,-6.90208,107.65968,107.65968,-6.90208,20,Kaki 4,-
749,Mandalajati,Jatihandap,Naragita,Jl. Tengah RT  01/17,-6.97425,107.55518,107.55518,-6.97425,42,Kaki 4,-
750,Buahbatu,Sekejati,PT. Protelindo, Tbk,Jl. Soekarno -Hatta No.  689,-6.93917,107.65855,107.65855,-6.93917,42,4 Kaki,503.645/SI-2298 Disbang/2004
751,Buahbatu,Sekejati,PT. Protelindo, Tbk,Jl. Cidurian Baru 17 RT  04 RW  05 No. Kode Pos 40286,-6.9397,107.65452,107.65452,-6.9397,35,3 Kaki,503.645/SI-0153Disbang/2007
752,Buahbatu,Margasari,PT. Protelindo, Tbk,Kp. Margaluyu,-6.95275,107.6511,107.6511,-6.95275,45,3 Kaki,503.645/1698/BPPT
753,Buahbatu,Sekejati,PT. Protelindo, Tbk,Jl. Jend Ibrahim Adjie RT 04 RW 01,-6.94749,107.64215,107.64215,-6.94749,31,4 Kaki,503.645/SI-2071 Disbang/06
754,Buahbatu,Cijaura,PT. Xl Axiata, Tbk,Jl. Kencana Wangi Utara I No.  1 RT 01 RW  17,-6.958805556,107.65225,-6.958805556,107.65225,30,3 Kaki,503.645/362/BPPT
755,Buahbatu,Margasari,PT. Xl Axiata, Tbk,Jl. Cipagalo Girang RT  02 RW  03,-6.948472222,107.6469722,-6.948472222,107.6469722,30,3 Kaki,503.645/361/BPPT
756,Rancasari,Mekar Jaya,PT. Protelindo,Gg. Banyu Biru,-6.9652,107.66438,107.66438,-6.9652,42,Sst,503.645/341/BPMPPT/2008
757,Panyileukan,Cipadung Kidul,PT. Protelindo, Tbk,Jl. Anyelir I No. 22 RT 04 RW  12,-6.94345,107.70866,107.70866,-6.94345,35,3 Kaki,503.645/4094/BPPT
758,Panyileukan,Cipadung Kulon,PT. Protelindo, Tbk,Jl. Sukamaju RT 03 RW  05,-6.92349,107.7058,107.7058,-6.92349,25,4 Kaki,503.645/0850/BPPT
759,Panyileukan,Cipadung Kidul,PT. Protelindo, Tbk,Jl. Komp. Bumi Panyileukan Blok Ab6 No. 9 RT 03 RW 13,-6.94027,107.7138,107.7138,-6.94027,18,Pole,503.645/4305/BPPT
760,Panyileukan,Mekar Mulya,PT. Indosat, Tbk,Ji. Sukarno  Hatta Km12.5 Komplek Lingkungan Industri Kecil,-6.935507,107.699494,107.699494,-6.935507,42,4 Kaki,503.645/51-2401 Disbang/2002
761,Panyileukan,Mekar Mulya,PT. Indosat, Tbk,Jl. Panghegar,-6.92424,107.698209,107.698209,-6.92424,62,4 Kaki,503.645/S1-027DISBANG/2005
762,Panyileukan,Cipadung Kidul,PT. Tower Bersama Group,Kp. Panyileukan RT 03/01,-6.9382,107.716,107.716,-6.9382,47,4 Kaki,530.645/2083/BPPT
763,Panyileukan,Cipadung Kulon,PT. Tower Bersama Group,Jl. Sindang Sari Vi,-6.92067,107.7,107.7,-6.92067,34,4 Kaki,503.645/2500/BPPT
764,Panyileukan,Mekar Mulya,PT. Solusi Tunas Pratama,Jl. Mekar Raya Kav. 55,-6.92989,107.700302,107.700302,-6.92989,45,3 Kaki,503.645/749/BPPT
765,Panyileukan,Mekar Mulya,PT. Telkomsel,Jl. Mekarmulya,-6.935729,107.703341,107.703341,-6.935729,42,4 Kaki,-
766,Panyileukan,Cipadung Kidul,PT. Telkomsel,Bumi Panyileukan,-6.94599,107.714625,107.714625,-6.94599,32,Monopole,-
767,Mandalajati,Karang Pamulang,PT. Telkomsel,Gedung Dawah Jl. Abdul Haris Nasution No. 247,-6.93118,107.717315,107.717315,-6.93118,6,Pole,NO NEED
768,Panyileukan,Cipadung Kulon,PT. Xl Axiata, Tbk,Jl. Mekar Mulya,-6.9355,107.6995,-6.9355,107.6995,36,Pole,503.645/SI-2511 Disbang/2006
769,Panyileukan,Cipadung Kulon,PT. Xl Axiata, Tbk,Bengkel Cemerlang Jl. Ah. Nasution No. 14 RT 01 RW 07,-6.92489,107.70982,-6.92489,107.70982,42,3 Kaki,503.648.1/375/BPMPPT/2008
770,Panyileukan,Cipadung Kulon,PT. Solusi Tunas Pratama,Jl. A.H. Nasution No. 236 Bandung,-6.921654,107.708543,107.708543,-6.921654,43,4 Kaki,503.645/42/BPPT/2010
771,Rancasari,Manjahlega,PT. Protelindo,Jl. Merkuri Tengah X No. 2 RT 07 RW  08 ,-6.9462,107.66717,107.66717,-6.9462,12,Pole,503.645/4464/BPPT
772,Rancasari,Manjahlega,PT. Protelindo,Jl. Saturnus Tengah No. 2 RT 04 RW  015,-6.95243,107.66541,107.66541,-6.95243,12,Pole,503.645/0104/BPPT
773,Rancasari,Manjahlega,PT. Protelindo,Jl. Merkuri Raya Blok Q 40-42 Margahayu Raya Metro,-6.94578,107.66845,107.66845,-6.94578,6,Camouflage,tidak diperlukan IMB
774,Rancasari,Cisaranten Kidul,PT. Protelindo, Tbk,Jl. Gedebage Selatan No. 189 RT  05/02 Kodepos 40295,-6.95539,107.68672,107.68672,-6.95539,45,3 Kaki,503.645/SI-1744 Disbang/2007
775,Rancasari,Mekar Jaya,PT. Protelindo, Tbk,Jl. Gang Ciwastra RT 02 RW  06,-6.9624,107.66931,107.66931,-6.9624,38,3 Kaki,503.645/047/BPMPPT/2008
776,Rancasari,Cipamokolan,PT. Protelindo, Tbk,Jl. Cipamokolan No. 38 RT  04 RW  08 Kode Pos 40292,-6.94867,107.67685,107.67685,-6.94867,35,3 Kaki,503.645/SI-1514Disbang/2007
777,Rancasari,Manjahlega,PT. Protelindo, Tbk,Jl. Manjah Lega RT  04 RW  013,-6.95224,107.67012,107.67012,-6.95224,20,3 Kaki,-
778,Rancasari,Cisaranten Kidul,PT. Protelindo, Tbk,Jl. Raya Gedebage,-6.94783,107.68862,107.68862,-6.94783,31,4 Kaki,503.645/210/BPPT
779,Rancasari,Cipamokolan,PT. Protelindo, Tbk,Jl. Parakan Saat RT  01 RW  01,-6.93932,107.6723,107.6723,-6.93932,31,3 Kaki,503.645/SI-3215 Disbang/2005
780,Rancasari,Cipamokolan,Daya Mitra Telekomunikasi,Jl. Cipamokolan Kolot,-6.941171,107.674815,107.674815,-6.941171,42,4 Kaki,IMB - 503.645/0028/BPPT
781,Rancasari,Cipamokolan,PT. Indosat, Tbk,Kp/Blok Rancaloa RT 02/08,-6.945718,107.677,107.677,-6.945718,52,4 Kaki,503.645/51-2532 Disbang/2003
782,Rancasari,Manjahlega,PT. Indosat, Tbk,Ji. Soekarno  Hatta 644A,-6.939174,107.67005,107.67005,-6.939174,55,4 Kaki,503/644.4/Si-0125-DPB/1998
783,Rancasari,Derwati,PT. Tower Bersama Group,Komp. Riung Bandung 26 Kemakmuran 8 RT 06/11,-6.95746,107.68,107.68,-6.95746,32,Pole,503.645/2586/BPPT
784,Rancasari,Mekar Jaya,PT. Tower Bersama Group,Kp. Rancacai,-6.95926,107.673,107.673,-6.95926,36,4 Kaki,503.645/3076/BPPT
785,Rancasari,Manjahlega,PT. Tower Bersama Group,Jl. Mercuri Timur No.  1,-6.94463,107.67,107.67,-6.94463,30.2,Pole,503.645/1339/BPPT
786,Rancasari,Manjahlega,PT. Tower Bersama Group,Jl. Mercuri Indah Timur N0 72,-6.94188,107.67,107.67,-6.94188,42,4 Kaki,503.645/SI-0691 Disbang/2005
787,Rancasari,Manjahlega,PT. Tower Bersama Group,Jl. Manjah Lega RT 01/01,-6.95061,107.669,107.669,-6.95061,31,3 Kaki,503.645/3464/BPPT
788,Rancasari,Mekar Jaya,PT. Tower Bersama Group,Komp. Pasir Pogor,-6.96342,107.662,107.662,-6.96342,32,4 Kaki,503.645/0235/BPPT
789,Rancasari,Cipamokolan,PT. Solusi Tunas Pratama,Jl. Rancalili No.  29 RT 02 RW 06,-6.95385,107.6774,107.6774,-6.95385,40,Pole,503.645/SI-2551-DISBANG/2002
790,Rancasari,Cipamokolan,PT. Solusi Tunas Pratama,Jl. Binaasih Utara No.  20 RT 2 RW  4,-6.94391,107.674,107.674,-6.94391,4,Pole,503.645/SI.0793 Disbang/IV-07
791,Rancasari,Derwati,PT. Solusi Tunas Pratama,Kp. DaRW ali RT 01 RW 07,-6.96437,107.68738,107.68738,-6.96437,30,4 Kaki,640.2/226/IMB/2016
792,Rancasari,Mekar Jaya,PT. Solusi Tunas Pratama,Jl. Raya Margacinta No. 27 RT 04 RW  03,-6.9635,107.67474,107.67474,-6.9635,32,3 Kaki,Proses
793,Rancasari,Derwati,PT. Telkomsel,Jl. Terusan Saluyu,-6.950355,107.67829,107.67829,-6.950355,25,Monopole,-
794,Rancasari,Derwati,PT. Telkomsel,Jl. DeRW ati RT 06 RW 04,-6.96548,107.68273,107.68273,-6.96548,6,Pole,NO NEED
795,Rancasari,Derwati,PT. Telkomsel,Jl. Saluyu 1 No. 2 RT  01 RW  10,-6.95238,107.68338,107.68338,-6.95238,4.2,Pole,NO NEED
796,Rancasari,Manjahlega,PT. Telkomsel,Jl. Merkuri Selatan Xiv No. 1/10 RT  01 RW  08 ,-6.94939,107.66647,107.66647,-6.94939,6,Pole,NO NEED
797,Rancasari,Cisaranten Kidul,PT. Centratama Menara Indonesia,Jl. Riung Tineung No. 36 Riung Bandung,-6.94336,107.68395,107.68395,-6.94336,36,4 Kaki,IMB RELEASED
798,Rancasari,Manjahlega,PT. Centratama Menara Indonesia,Jl. Rancabolang No. 208 RT  6 RW  16,-6.950538,107.661769,107.661769,-6.950538,26,4 Kaki,503.645/1228/BPPT 2010
799,Rancasari,Cipamokolan,PT. Xl Axiata, Tbk,Jl. Rancacili,-6.958416667,107.6781389,-6.958416667,107.6781389,70,4 Kaki,503.645/1202/BPPT
800,Rancasari,Cipamokolan,PT. Xl Axiata, Tbk,Jl. Cimapakolan No. 71 RT 01/RW  02,-6.94733,107.67649,-6.94733,107.67649,42,3 Kaki,503.645/SI-2816 Disbang/06
801,Rancasari,Derwati,PT. Xl Axiata, Tbk,Jl. Derwati No. 60 RT  05 RW  05,-6.96576,107.68476,-6.96576,107.68476,42,3 Kaki,503.645/429/BPMPPT/2008
802,Rancasari,Cipamokolan,PT. Permata Karya Perdana,Riung Hegar Manah RT 07 ,-694,265,107.87898,107.87898,-694,265,18,Pole,563.10/0003/IMBT/XI/2016/BPPT 4 NOP 2016
803,Regol,Ciseureuh,PT. Protelindo, Tbk,Jl. Denki Selatan V No. 38 RT  05/02 Kodepos 40255,-6.94728,107.61175,107.61175,-6.94728,35,3 Kaki,503.645/SI-3050 Disbang/2006
804,Regol,Ciateul,PT. Protelindo, Tbk,Jl. Mochamad Ramdhan No. 90 RT  07/03 Kodepos 40252,-6.93603,107.61061,107.61061,-6.93603,60,4 Kaki,503.645/SI-2519 Disbang/2006
805,Regol,Pungkur,PT. Protelindo, Tbk,Itc Kebon KelapaJl. Mochamad Toha,-6.92887,107.60635,107.60635,-6.92887,9,Pole,-
806,Regol,Pungkur,PT. Protelindo, Tbk,Jl. Pungkur No. 94 RT 05 RW  03,-6.92864,107.60925,107.60925,-6.92864,12,Pole,503.645/4634/BPPT
807,Regol,Ancol,PT. Protelindo, Tbk,Jl. Moch. Ramdhan No.  5 RT 01 / 03 ,-6.93301,107.61491,107.61491,-6.93301,12,Pole,-
808,Regol,Ciseureuh,PT. Protelindo, Tbk,Jl. Bbk. Ciseureuh Timur (Ciburuy) RT 03 RW  07,-6.9565,107.61343,107.61343,-6.9565,12,Pole,503.645/1692/BPPT
809,Regol,Pungkur,PT. Protelindo, Tbk,Jl. Moch. Toha No. 38,-6.93146,107.60644,107.60644,-6.93146,12,Pole,663.10/0007/IMBT/XII/2015/BPPT
810,Regol,Pasirluyu,PT. Protelindo, Tbk,Jl. Sukaati Permai I No. 7 ,-6.9532,107.62018,107.62018,-6.9532,12,Pole,663.10/0015/IMBT/XII/2015/BPPT
811,Regol,Ancol,PT. Protelindo, Tbk,Jl. Srimahi III No. 1 RT 06 RW  01,-6.93717,107.61436,107.61436,-6.93717,12,Pole,503.645/0278/BPPT
812,Regol,Pungkur,PT. Protelindo, Tbk,Jl. Otto Iskandardinata No. 419,-6.92836,107.60369,107.60369,-6.92836,15,4 Kaki,503.645/1215/BPPT
813,Regol,Pasirluyu,PT. Protelindo, Tbk,Jl. Pasir Salam Raya No. 36 RT  07 RW  05,-6.94551,107.61931,107.61931,-6.94551,15,Pole,-
814,Regol,Cigereleng,PT. Protelindo, Tbk,Jl. Moh. Toha No. 119 A RT  02 RW  04,-6.94102,107.6072,107.6072,-6.94102,9,Pole,-
815,Regol,Ancol,PT. Protelindo, Tbk,Jl. Srimahi Dalam I No. 23 Ð 24 RT  02 RW  01,-6.93586,107.61572,107.61572,-6.93586,9,Pole,-
816,Regol,Cigereleng,Daya Mitra Telekomunikasi,Jl. Moch. Toha No. 191 A,-6.944582,107.608152,107.608152,-6.944582,9,Pole,IMB - 503.645/1138/BPPT
817,Regol,Ciateul,Daya Mitra Telekomunikasi,Jl. Sawah Kurung Raya No. 30,-6.935123,107.610714,107.610714,-6.935123,6,Pole,IMB-503.645/1590/BPPT
818,Regol,Ancol,PT. Indosat, Tbk,Jl. Kembar Timur VII RT 02/07,-6.945067,107.614879,107.614879,-6.945067,42,4 Kaki,503.645/277/BPPT/2010
819,Regol,Ciateul,PT. Indosat, Tbk,Jl. Ciateul No. 122Ciateul,-6.932257,107.609774,107.609774,-6.932257,15,4 Kaki,0696 Disbang/2003
820,Regol,Balonggede,PT. Indosat, Tbk,Ji. Pungkur (Ji.Rd. Dewi SaRT ika) No. 64 RT 05/03,-6.927364,107.605657,107.605657,-6.927364,20,Pole,503.643.3/51-1978 DISBANG/2000
821,Regol,Mengger,PT. Tower Bersama Group,Jl. Kutra Raya No. 2,-6.95604,107.622,107.622,-6.95604,52,4 Kaki,503.645/SI-1729-DISBANG/2001
822,Regol,Ancol,PT. Tower Bersama Group,Jl. Pasir Salam RT 06/09,-6.94396,107.618,107.618,-6.94396,36,Pole,503.645/SI-3345 Disbang/2006
823,Regol,Ciateul,PT. Solusi Tunas Pratama,Jl. Moh Toha No.  71-73,-6.93482,107.60677,107.60677,-6.93482,52,4 Kaki,503.645/SI.0794 Disbang/IV-07
824,Regol,Pasirluyu,PT. Solusi Tunas Pratama,Jl. Mengger Girang I No.  39 RT 13 RW  08,-6.95194,107.61603,107.61603,-6.95194,9,Pole,503.645/SI-0792 Disbang/III-07
825,Regol,Ciseureuh,PT. Solusi Tunas Pratama,Komplek Pln No. 102/103 RT 01 RW  05,-6.95092,107.61276,107.61276,-6.95092,12,Pole,Proses
826,Regol,Ancol,PT. Telkomsel,Jl. Bkr No. 90,-6.937812,107.616689,107.616689,-6.937812,15,3 Kaki,IMB-Bdg 2009_12
827,Regol,Ciseureuh,PT. Telkomsel,Jl. Ciburuy RT 06/06,-6.956419,107.613891,107.613891,-6.956419,36,Monopole,IMB-Bdg 2013_24
828,Regol,Pungkur,PT. Telkomsel,Jl. Pungkur,-6.927542,107.607002,107.607002,-6.927542,20,4 Kaki,-
829,Regol,Cigereleng,PT. Telkomsel,Jl. Moch. Toha,-6.938738,107.606251,107.606251,-6.938738,9,3 Kaki,-
830,Regol,Pasirluyu,PT. Telkomsel,Jl. Pasirjaya Vi No.  2,-6.9408,107.6213,107.6213,-6.9408,RT 20m,3 Kaki,IMB-Bdg 2015_18
831,Regol,Balonggede,PT. Telkomsel,Jl. Dewi SaRT ika No. 27 Regol Bandung 40251,-6.9236,107.6061,107.6061,-6.9236,6,Pole,NO NEED
832,Regol,Cigereleng,PT. Telkomsel,Jl. Kembar Baru Selatan 3 No. 14,-6.94134,107.61129,107.61129,-6.94134,6,Pole,NO NEED
833,Regol,Balonggede,PT. Telkomsel,Jl. Dalem Kaum No. 54,-6.92242,107.60633,107.60633,-6.92242,6,Pole,NO NEED
834,Regol,Ciseureuh,PT. Telkomsel,Jl. Moch Toha No. 355D RT  07 RW  05,-6.95467,107.61188,107.61188,-6.95467,6,Pole,NO NEED
835,Regol,Pasirluyu,PT. Telkomsel,Jl. Pasirluyu Selatan No. 25 RT  04 RW  09 ,-6.9460938,107.6210883,107.6210883,-6.9460938,6,Pole,NO NEED
836,Regol,Ciseureuh,PT. Centratama Menara Indonesia,Jl. Sriwijaya No. 107 RT 05/01,-6.94489,107.61308,107.61308,-6.94489,9,Pole,503.645/3261/BPPT 2014
837,Regol,Cigereleng,PT. Xl Axiata, Tbk,Jl. H. Aksan,-6.941388889,107.6111111,-6.941388889,107.6111111,30,4 Kaki,503.645/1062/BPPT
838,Regol,Balonggede,Hutchinson,Jl. Otista No. 347 RT 01/RW 03,-6.92611,107.60392,107.60392,-6.92611,15,Pole,-
839,Regol,Pasirluyu,Naragita,Jl. Mengger Girang I No. 39 RT  13/08,-6.95178,107.615905,107.615905,-6.95178,30,Pole,-
840,Regol,Pungkur,Naragita,Jl. Ciateul Tengah No. 22 RT  08 RW  06,-6.93095,107.60992,107.60992,-6.93095,6,Pole,-
841,Sukajadi,Sukabungah,PT. Xl Axiata, Tbk,Jl. Pasir Kaliki (Hos Cokro AmiNo. to) No. 237 RT  02/011,-6.897327,107.597103,-6.897327,107.597103,36,Pole,503.645/SI-3606 Disbang/2006
842,Sukajadi,Cipedes,PT. Protelindo,Jl. Sukagalih No. 70 RT 03 RW  07,-6.89227,107.59229,107.59229,-6.89227,12,Pole,503.645/3549/BPPT
843,Sukajadi,Sukabungah,PT. Protelindo, Tbk,Jl. Dr. Djunjunan,-6.89931,107.59528,107.59528,-6.89931,30,3 Kaki,503.645/91-2432 Disbang/04
844,Sukajadi,Sukagalih,PT. Protelindo, Tbk,Jl. Cipedes Tengah No. 15,-6.88853,107.59047,107.59047,-6.88853,45,3 Kaki,0001/IMBT-HERR/XII/2016/BPPT
845,Sukajadi,Cipaganti,PT. Protelindo, Tbk,Jl. Sederhana 67,-6.89214,107.59908,107.59908,-6.89214,12,Pole,-
846,Sukajadi,Pasteur,PT. Protelindo, Tbk,Jl. Sukajadi No. 140 RT  01 RW  06 ,-6.88949,107.59732,107.59732,-6.88949,15,4 Kaki,503.645/1952/BPPT
847,Sukajadi,Pasteur,PT. Protelindo, Tbk,Hotel Naval Jl. Sukajadi No.  180 RT  08 RW  02,-6.88489,107.59686,107.59686,-6.88489,6,Pole,-
848,Sukajadi,Sukabungah,PT. Protelindo, Tbk,Jl. Gang Sukabakti,-6.89353,107.59482,107.59482,-6.89353,12,Pole,663.10/0004/IMBT/XII/2015/BPPT
849,Sukajadi,Sukagalih,PT. Protelindo, Tbk,Babakan Caringin RT  04 / RW  04 ,-6.88906,107.58604,107.58604,-6.88906,12,Pole,-
850,Sukajadi,Sukawarna,PT. Protelindo, Tbk,Jl. Cibogo Atas No. 136 RT 03 RW  03,-6.88381,107.57743,107.57743,-6.88381,12,Pole,503.645/271/BPPT
851,Sukajadi,Cipedes,PT. Protelindo, Tbk,Gg. Campaka Jl. Cipedes Tengah RT  03 RW  01,-6.88201,107.59067,107.59067,-6.88201,6,Pole,-
852,Sukajadi,Sukagalih,PT. Protelindo, Tbk,Jl. Mulyasari Selatan RT 2 RW  4,-6.89141,107.5887,107.5887,-6.89141,42,3 Kaki,503.645/SI-3571 Disbang/2006
853,Sukajadi,Sukawarna,PT. Protelindo, Tbk,Reddoorz Jl. Cibogo Bawah No.  23-25,-6.88982,107.57898,107.57898,-6.88982,6,Pole,-
854,Sukajadi,Sukagalih,Daya Mitra Telekomunikasi,Jl. Surya Sumantri No. 6,-6.891543,107.581717,107.581717,-6.891543,6,Pole,IMB - 503/11/IMB/KPPTPM/2012
855,Sukajadi,Sukagalih,Daya Mitra Telekomunikasi,Jl. Dr. Junjunan,-6.893899,107.58799,107.58799,-6.893899,6,Pole,IMB - 01.07/82/BPM-PTP/VIII/2012
856,Sukajadi,Sukagalih,Daya Mitra Telekomunikasi,Masjid Al Muraby. Jl. Hegarmanah No. 10 ,-6.8811867,107.5823777,107.5823777,-6.8811867,9,Pole,IMB - 503.645/2415/BPPT
857,Sukajadi,Sukawarna,PT. Indosat, Tbk,Babakan Cilandak RT 02/04,-6.882599,107.579269,107.579269,-6.882599,25,4 Kaki,503.645/S1-0442 Disbang/2007
858,Sukajadi,Sukawarna,PT. Indosat, Tbk,Jl. Prof. Dr. Suria Sumantri No. 65,-6.88534,107.580974,107.580974,-6.88534,15,4 Kaki,503.645/2344/BPPT
859,Sukajadi,Pasteur,PT. Indosat, Tbk,Jl. Sukajadi Gang Sukagalih No. 18C,-6.895042,107.597461,107.597461,-6.895042,15,4 Kaki,503.645/SI-2489 Disbang/2001
860,Sukajadi,Pasteur,PT. Indosat, Tbk,Sukajadi No. 174 (Hotel Sukajadi),-6.885394,107.597224,107.597224,-6.885394,15,Pole,503.643.3/51-1995 DISBANG/2000
861,Sukajadi,Pasteur,PT. Indosat, Tbk,Jl. Sempurna No. 33C RT 07/08,-6.891111,107.599449,107.599449,-6.891111,15,Pole,503.645/51-2899 Disbang/2001
862,Sukajadi,Sukajadi,PT. Tower Bersama Group,Jl. Sukagalih No. 15 / Jl. Bungur,-6.87984,107.595,107.595,-6.87984,42,4 Kaki,503.645/3073/BPPT
863,Sukajadi,Sukagalih,PT. Tower Bersama Group,Jl. Cipedes Tengah 1,-6.87911,107.59,107.59,-6.87911,26,Pole,Tower Menara Masjid, TBG sewa space ke pihak DKM
864,Sukajadi,Sukagalih,PT. Tower Bersama Group,Jl. Setrawangi Selatan,-6.88483,107.585,107.585,-6.88483,12,Pole,663.10/0002/IMBT/XII/2015BPPT
865,Sukajadi,Sukawarna,PT. Solusi Tunas Pratama,London Beauty CentreJl. Surya Sumantri No. 8 B RT  05 / 04,-6.88159,107.58118,107.58118,-6.88159,20,3 Kaki,503.645/SI-0811 Disbang/V-07
866,Sukajadi,Pasteur,PT. Solusi Tunas Pratama,Jl. Cihampelas No. 186 Bandung,-6.89294,107.60469,107.60469,-6.89294,6,Pole,Not Required
867,Sukajadi,Pasteur,PT. Solusi Tunas Pratama,Jl. Sarijadi No. 116 Bandung,-6.89112,107.59695,107.59695,-6.89112,15,3 Kaki,503/092/P/D/DPMPTSP
868,Sukajadi,Sukabungah,PT. Solusi Tunas Pratama,Jl. H. Yasin No. 78 A RT 02/RW 03,-6.893,107.5935833,107.5935833,-6.893,6,Pole,570/019/IMB/IV/2017
869,Sukajadi,Sukagalih,PT. Solusi Tunas Pratama,Jl. Babakan Jeruk III B No. 4,-6.890916667,107.5853333,107.5853333,-6.890916667,9,Pole,503/021/IMB/DPMDPT/2017
870,Sukajadi,Pasteur,PT. Telkomsel,Jl. Sukajadi No. 152 C,-6.88837,107.597338,107.597338,-6.88837,20,3 Kaki,-
871,Sukajadi,Cipedes,PT. Telkomsel,Jl. Babakan Caringin,-6.888278,107.587598,107.587598,-6.888278,42,4 Kaki,-
872,Sukajadi,Sukabungah,PT. Telkomsel,Jl. Sukajadi No. 31,-6.895226,107.597439,107.597439,-6.895226,20,3 Kaki,-
873,Sukajadi,Sukawarna,PT. Telkomsel,Jl. Pariwisata No. 17 RT  01 RW  03,-6.885936,107.577283,107.577283,-6.885936,6,Pole,NO NEED
